Repeated,errors,Needed,Fields,XMLPath
11,,yes,field_subject_topic,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-6.xsd']/subject [@authority = 'lcsh']/topic
2,,,,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-6.xsd']/titleInfo
2,,,,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-6.xsd']/titleInfo/title
2,source,,,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-6.xsd']/typeOfResource
1,,,,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']
1,,,,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/abstract [@displayLabel = 'Description']
1,,yes,field_rights_statement,"mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/accessCondition [@{http://www.w3.org/1999/xlink}href = 'http://rightsstatements.org/vocab/NKC/1.0/', @type = 'use and reproduction', @displayLabel = 'Rights Statement']"
1,,yes,field_contact_info,"mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/accessCondition [@type = 'use and reproduction', @displayLabel = 'Contact Information']"
1,valueURI,yes,field_genre,"mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/genre [@authorityURI = 'http://vocab.getty.edu/aat', @valueURI = 'http://vocab.getty.edu/page/aat/300026877', @authority = 'aat']"
1,,yes,field_identifier,"mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/identifier [@type = 'local', @displayLabel = 'Item Number']"
1,,,,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/language
1,,,,"mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/language/languageTerm [@type = 'code', @authority = 'iso639-2b']"
1,,,,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/language/languageTerm [@type = 'text']
1,,no,,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/location
1,,no,,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/location/holdingSimple
1,,no,,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/location/holdingSimple/copyInformation
1,,yes,field_shelf_location,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/location/holdingSimple/copyInformation/shelfLocator
1,,yes,field_sublocation,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/location/holdingSimple/copyInformation/subLocation
1,,yes,field_oclc_symbol,"mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/location/physicalLocation [@authority = 'oclcorg', @displayLabel = 'OCLC Member Symbol']"
1,,yes,"field_physical_location, field_institution_website","mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/location/physicalLocation [@displayLabel = 'Physical Location', @{http://www.w3.org/1999/xlink}href = 'http://lib.lsu.edu']"
1,valueURI,,,"mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/name [@authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names', @valueURI = 'http://id.loc.gov/authorities/names/no2015036095', @type = 'corporate', @displayLabel = 'Contributing Repository']"
1,valueURI,,,"mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/name [@authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names', @valueURI = 'http://id.loc.gov/authorities/names/no2015036095', @type = 'corporate', @displayLabel = 'Contributing Repository']/namePart"
1,valueURI,,,"mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/name [@authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names', @valueURI = 'http://id.loc.gov/authorities/names/no2015036095', @type = 'corporate', @displayLabel = 'Contributing Repository']/role"
1,valueURI,,,"mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/name [@authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names', @valueURI = 'http://id.loc.gov/authorities/names/no2015036095', @type = 'corporate', @displayLabel = 'Contributing Repository']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
1,,,,"mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/name [@type = 'corporate', @displayLabel = 'Creator']"
1,,,,"mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/name [@type = 'corporate', @displayLabel = 'Creator']/namePart"
1,,,,"mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/name [@type = 'corporate', @displayLabel = 'Creator']/role"
1,valueURI,,,"mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/name [@type = 'corporate', @displayLabel = 'Creator']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/cre']"
1,,,,"mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/name [@type = 'personal', @displayLabel = 'Digitized By']"
1,,,,"mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/name [@type = 'personal', @displayLabel = 'Digitized By']/namePart"
1,,,,"mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/name [@type = 'personal', @displayLabel = 'Digitized By']/role"
1,valueURI,,,"mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/name [@type = 'personal', @displayLabel = 'Digitized By']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/fac']"
1,,yes,field_preferred_citation,"mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/note [@type = 'preferred citation', @displayLabel = 'Preferred Citation']"
1,,no,,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/originInfo
1,,,,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/originInfo/dateCaptured [@encoding = 'w3cdtf']
1,,,,"mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/originInfo/dateCreated [@keyDate = 'yes', @qualifier = 'approximate', @encoding = 'w3cdtf']"
1,,no,,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/originInfo/place
1,,yes,field_place_of_origin,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/originInfo/place/placeTerm [@type = 'text']
1,,no,,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/physicalDescription
1,,yes,field_digital_origin,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/physicalDescription/digitalOrigin
1,,yes,field_extent,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/physicalDescription/extent
1,valueURI,yes,"field_form, field_form_URI","mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/physicalDescription/form [@authorityURI = 'http://vocab.getty.edu/aat', @valueURI = 'http://vocab.getty.edu/page/aat/300028569', @authority = 'aat']"
1,,,,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/physicalDescription/internetMediaType
1,,no,,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/recordInfo
1,,no,,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/recordInfo/languageOfCataloging
1,,yes,field_language_of_cataloging,"mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/recordInfo/languageOfCataloging/languageTerm [@type = 'code', @authority = 'iso639-2b']"
1,,yes,field_record_content_source,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/recordInfo/recordContentSource [@authority = 'local']
1,,yes,field_record_creation_date,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/recordInfo/recordCreationDate [@encoding = 'w3cdtf']
1,,,,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/relatedItem [@type = 'host']
1,,yes,,"mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/relatedItem [@type = 'host']/identifier [@type = 'local', @displayLabel = 'Manuscript Number']"
2,,no,,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/relatedItem [@type = 'host']/location
1,,yes,field_relation,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/relatedItem [@type = 'host']/location/url [@displayLabel = 'Relation']
1,,yes,field_repository_collection_guide,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/relatedItem [@type = 'host']/location/url [@displayLabel = 'Repository Collection Guide']
1,,,,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/relatedItem [@type = 'host']/titleInfo [@displayLabel = 'Digital Collection']
1,,,,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/relatedItem [@type = 'host']/titleInfo [@displayLabel = 'Digital Collection']/title
1,,,,"mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/relatedItem [@type = 'host']/titleInfo [@type = 'alternative', @displayLabel = 'Repository Collection']"
1,,,,"mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/relatedItem [@type = 'host']/titleInfo [@type = 'alternative', @displayLabel = 'Repository Collection']/title"
1,,maybe,,"mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/subject [@authority = 'lcsh', @displayLabel = 'Subject - Location']"
1,,yes,field_subject_geographic,"mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/subject [@authority = 'lcsh', @displayLabel = 'Subject - Location']/geographic"
1,,,,"mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/subject [@authority = 'lcsh', @displayLabel = 'Subject - Time Period']"
1,,,,"mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/subject [@authority = 'lcsh', @displayLabel = 'Subject - Time Period']/temporal"
4,,maybe,,"mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/subject [@authority = 'lcsh', @displayLabel = 'Subject - Topic']"
11,,yes,field_subject_topic,"mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/subject [@authority = 'lcsh', @displayLabel = 'Subject - Topic']/topic"
3,,,,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/subject [@displayLabel = 'Subject - Name']
1,valueURI,,,"mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/subject [@displayLabel = 'Subject - Name']/name [@authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names', @valueURI = 'http://id.loc.gov/authorities/names/nr92029397', @type = 'personal']"
1,valueURI,,,"mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/subject [@displayLabel = 'Subject - Name']/name [@authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names', @valueURI = 'http://id.loc.gov/authorities/names/nr92029397', @type = 'personal']/namePart"
1,valueURI,,,"mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/subject [@displayLabel = 'Subject - Name']/name [@authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names', @valueURI = 'http://id.loc.gov/authorities/names/n2001063187', @type = 'personal']"
1,valueURI,,,"mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/subject [@displayLabel = 'Subject - Name']/name [@authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names', @valueURI = 'http://id.loc.gov/authorities/names/n2001063187', @type = 'personal']/namePart"
1,,,,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/subject [@displayLabel = 'Subject - Name']/name [@type = 'personal']
1,,,,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/subject [@displayLabel = 'Subject - Name']/name [@type = 'personal']/namePart
1,,,,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/titleInfo
1,,,,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/titleInfo/title
1,source,,,mods [@{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-7.xsd']/typeOfResource
51,,,,"mods [@version = '3.5', @{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd']"
51,,yes,field_contact_info,"mods [@version = '3.5', @{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd']/accessCondition [@displayLabel = 'Contact Information', @type = 'use and reproduction']"
51,,yes,field_rights_statement,"mods [@version = '3.5', @{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd']/accessCondition [@displayLabel = 'Rights Statement', @type = 'use and reproduction', @{http://www.w3.org/1999/xlink}href = 'http://rightsstatements.org/vocab/InC-NC/1.0/']"
51,,yes,field_genre,"mods [@version = '3.5', @{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd']/genre [@authority = 'aat']"
